"response_id","transport_method"
"GEN24_1058597","Local bus service"
"GEN24_1058597","Plane (within New Zealand)"
"GEN24_1058598","Other ferry"
"GEN24_1058598","Tour bus"
"GEN24_1058609","Rental car"
"GEN24_1058630","App-based services such as Uber, Ola, etc"
"GEN24_1058630","Bus service between towns / cities"
"GEN24_1058630","Local bus service"
"GEN24_1058630","Other boat or ship"
"GEN24_1058630","Plane (within New Zealand)"
"GEN24_1058630","Scenic trains"
"GEN24_1058630","Taxi / shuttle service"
"GEN24_1058630","The ferry between the North Island and the South Island"
"GEN24_1058630","Tour bus"
"GEN24_1058649","Car or van owned by you / family / friend(s) / company"
"GEN24_1058651","Rental car"
"GEN24_1058651","Scenic trains"
"GEN24_1058652","Plane (within New Zealand)"
"GEN24_1058652","Taxi / shuttle service"
"GEN24_1058652","Tour bus"
"GEN24_1058666","Rental car"
"GEN24_1058675","Bus service between towns / cities"
"GEN24_1058675","Local bus service"
"GEN24_1058675","Plane (within New Zealand)"
"GEN24_1058675","Rental campervan / motor-home"
"GEN24_1058675","Scenic trains"
"GEN24_1058675","Taxi / shuttle service"
"GEN24_1058675","The ferry between the North Island and the South Island"
"GEN24_1058681","App-based services such as Uber, Ola, etc"
"GEN24_1058681","Bus service between towns / cities"
"GEN24_1058681","Car or van owned by you / family / friend(s) / company"
"GEN24_1058682","Rental car"
"GEN24_1058682","Taxi / shuttle service"
"GEN24_1058691","App-based services such as Uber, Ola, etc"
"GEN24_1058691","Car or van owned by you / family / friend(s) / company"
"GEN24_1058702","Other boat or ship"
"GEN24_1058702","Rental car"
"GEN24_1058708","Rental car"
"GEN24_1058719","Car or van owned by you / family / friend(s) / company"
"GEN24_1058719","Plane (within New Zealand)"
"GEN24_1058719","Rental car"
"GEN24_1058720","Car or van owned by you / family / friend(s) / company"
"GEN24_1058720","Plane (within New Zealand)"
"GEN24_1058720","Scenic trains"
"GEN24_1058721","App-based services such as Uber, Ola, etc"
"GEN24_1058721","Local bus service"
"GEN24_1058721","Other boat or ship"
"GEN24_1058721","Other bus service"
"GEN24_1058721","Plane (within New Zealand)"
"GEN24_1058747","Rental car"
"GEN24_1058752","App-based services such as Uber, Ola, etc"
"GEN24_1058752","Local bus service"
"GEN24_1058753","App-based services such as Uber, Ola, etc"
"GEN24_1058753","Taxi / shuttle service"
"GEN24_1058756","Bus service between towns / cities"
"GEN24_1058756","Local bus service"
"GEN24_1058756","Plane (within New Zealand)"
"GEN24_1058759","Car or van owned by you / family / friend(s) / company"
"GEN24_1058766","App-based services such as Uber, Ola, etc"
"GEN24_1058766","Bus service between towns / cities"
"GEN24_1058766","Car or van owned by you / family / friend(s) / company"
"GEN24_1058766","Other boat or ship"
"GEN24_1058766","Plane (within New Zealand)"
"GEN24_1058766","Rental car"
"GEN24_1058766","The ferry between the North Island and the South Island"
"GEN24_1058768","Car or van owned by you / family / friend(s) / company"
"GEN24_1058769","Rental car"
"GEN24_1058770","Rental car"
"GEN24_1058780","Rental car"
"GEN24_1058788","App-based services such as Uber, Ola, etc"
"GEN24_1058788","Other bus service"
"GEN24_1058788","Taxi / shuttle service"
"GEN24_1058789","Taxi / shuttle service"
"GEN24_1058795","Bus service between towns / cities"
"GEN24_1058795","Car or van owned by you / family / friend(s) / company"
"GEN24_1058801","App-based services such as Uber, Ola, etc"
"GEN24_1058801","Local bus service"
"GEN24_1058801","Rental car"
"GEN24_1058801","The ferry between the North Island and the South Island"
"GEN24_1058809","Bus service between towns / cities"
"GEN24_1058809","Car or van owned by you / family / friend(s) / company"
"GEN24_1058809","Taxi / shuttle service"
"GEN24_1058833","Taxi / shuttle service"
"GEN24_1058850","App-based services such as Uber, Ola, etc"
"GEN24_1058850","Bus service between towns / cities"
"GEN24_1058850","Car or van owned by you / family / friend(s) / company"
"GEN24_1058852","App-based services such as Uber, Ola, etc"
"GEN24_1058852","Local bus service"
"GEN24_1058852","Rental campervan / motor-home"
"GEN24_1058852","The ferry between the North Island and the South Island"
"GEN24_1058858","Car or van owned by you / family / friend(s) / company"
"GEN24_1058861","Helicopter"
"GEN24_1058861","Rental car"
"GEN24_1058862","Car or van owned by you / family / friend(s) / company"
"GEN24_1058862","Rental car"
"GEN24_1058864","Rental car"
"GEN24_1058866","App-based services such as Uber, Ola, etc"
"GEN24_1058866","Bus service between towns / cities"
"GEN24_1058866","Car or van owned by you / family / friend(s) / company"
"GEN24_1058868","App-based services such as Uber, Ola, etc"
"GEN24_1058868","Bus service between towns / cities"
"GEN24_1058868","Car or van owned by you / family / friend(s) / company"
"GEN24_1058868","Local bus service"
"GEN24_1058868","Rental campervan / motor-home"
"GEN24_1058868","Taxi / shuttle service"
"GEN24_1058868","The ferry between the North Island and the South Island"
"GEN24_1058870","Car or van owned by you / family / friend(s) / company"
"GEN24_1058870","Other ferry"
"GEN24_1058870","Rental campervan / motor-home"
"GEN24_1058880","Taxi / shuttle service"
"GEN24_1058891","App-based services such as Uber, Ola, etc"
"GEN24_1058891","Car or van owned by you / family / friend(s) / company"
"GEN24_1058891","Taxi / shuttle service"
"GEN24_1058893","Rental car"
"GEN24_1058898","App-based services such as Uber, Ola, etc"
"GEN24_1058898","Taxi / shuttle service"
"GEN24_1058905","Rental car"
"GEN24_1058908","App-based services such as Uber, Ola, etc"
"GEN24_1058908","Other boat or ship"
"GEN24_1058908","Taxi / shuttle service"
"GEN24_1058912","App-based services such as Uber, Ola, etc"
"GEN24_1058912","Bicycle"
"GEN24_1058912","Rental campervan / motor-home"
"GEN24_1058912","Taxi / shuttle service"
"GEN24_1058916","App-based services such as Uber, Ola, etc"
"GEN24_1058916","Taxi / shuttle service"
"GEN24_1058921","Bus service between towns / cities"
"GEN24_1058921","Local bus service"
"GEN24_1058921","Plane (within New Zealand)"
"GEN24_1058921","The ferry between the North Island and the South Island"
"GEN24_1058921","Tour bus"
"GEN24_1058933","Local bus service"
"GEN24_1058933","Train"
"GEN24_1058934","Rental car"
"GEN24_1058935","Rental car"
"GEN24_1058938","Car or van owned by you / family / friend(s) / company"
"GEN24_1058940","App-based services such as Uber, Ola, etc"
"GEN24_1058940","Car or van owned by you / family / friend(s) / company"
"GEN24_1058942","Plane (within New Zealand)"
"GEN24_1058942","Tour bus"
"GEN24_1058961","Car or van owned by you / family / friend(s) / company"
"GEN24_1058972","App-based services such as Uber, Ola, etc"
"GEN24_1058972","Other boat or ship"
"GEN24_1058972","Rental campervan / motor-home"
"GEN24_1058972","Taxi / shuttle service"
"GEN24_1058972","The ferry between the North Island and the South Island"
"GEN24_1058979","Bus service between towns / cities"
"GEN24_1058979","Other boat or ship"
"GEN24_1058979","Rental car"
"GEN24_1058993","Bus service between towns / cities"
"GEN24_1058993","Local bus service"
"GEN24_1058993","Plane (within New Zealand)"
"GEN24_1058995","Other boat or ship"
"GEN24_1058995","Other ferry"
"GEN24_1058995","Rental campervan / motor-home"
"GEN24_1058995","Taxi / shuttle service"
"GEN24_1058997","Car or van owned by you / family / friend(s) / company"
"GEN24_1058997","Other ferry"
"GEN24_1058997","Rental car"
"GEN24_1058997","Scenic trains"
"GEN24_1058997","Taxi / shuttle service"
"GEN24_1058997","The ferry between the North Island and the South Island"
"GEN24_1058997","Tour bus"
"GEN24_1059005","Plane (within New Zealand)"
"GEN24_1059005","Rental car"
"GEN24_1059005","Scenic trains"
"GEN24_1059006","Bus service between towns / cities"
"GEN24_1059006","Other bus service"
"GEN24_1059007","Local bus service"
"GEN24_1059007","Rental car"
"GEN24_1059014","App-based services such as Uber, Ola, etc"
"GEN24_1059014","Taxi / shuttle service"
"GEN24_1059015","App-based services such as Uber, Ola, etc"
"GEN24_1059015","Other boat or ship"
"GEN24_1059015","Plane (within New Zealand)"
"GEN24_1059015","The ferry between the North Island and the South Island"
"GEN24_1059017","Other type of transport"
"GEN24_1059021","Rental car"
"GEN24_1059022","Rental car"
"GEN24_1059023","Car or van owned by you / family / friend(s) / company"
"GEN24_1059023","Local bus service"
"GEN24_1059023","Train"
"GEN24_1059032","Rental campervan / motor-home"
"GEN24_1059032","Rental car"
"GEN24_1059032","Taxi / shuttle service"
"GEN24_1059032","Tour bus"
"GEN24_1059035","Tour bus"
"GEN24_1059040","App-based services such as Uber, Ola, etc"
"GEN24_1059040","Local bus service"
"GEN24_1059040","Scenic trains"
"GEN24_1059040","Taxi / shuttle service"
"GEN24_1059040","The ferry between the North Island and the South Island"
"GEN24_1059047","Plane (within New Zealand)"
"GEN24_1059047","Rental car"
"GEN24_1059048","Rental car"
"GEN24_1059049","Local bus service"
"GEN24_1059049","Plane (within New Zealand)"
"GEN24_1059049","Taxi / shuttle service"
"GEN24_1059049","Tour bus"
"GEN24_1059059","Local bus service"
"GEN24_1059059","Rental car"
"GEN24_1059059","Scenic trains"
"GEN24_1059059","Taxi / shuttle service"
"GEN24_1059071","App-based services such as Uber, Ola, etc"
"GEN24_1059072","App-based services such as Uber, Ola, etc"
"GEN24_1059072","Car or van owned by you / family / friend(s) / company"
"GEN24_1059073","App-based services such as Uber, Ola, etc"
"GEN24_1059073","Bicycle"
"GEN24_1059073","Car or van owned by you / family / friend(s) / company"
"GEN24_1059073","Local bus service"
"GEN24_1059073","Taxi / shuttle service"
"GEN24_1059073","Train"
"GEN24_1059075","Rental car"
"GEN24_1059075","Scenic trains"
"GEN24_1059075","Taxi / shuttle service"
"GEN24_1059076","Not sure"
"GEN24_1059079","Rental car"
"GEN24_1059083","Taxi / shuttle service"
"GEN24_1059085","Car or van owned by you / family / friend(s) / company"
"GEN24_1059086","Car or van owned by you / family / friend(s) / company"
"GEN24_1059089","Car or van owned by you / family / friend(s) / company"
"GEN24_1059089","Rental car"
"GEN24_1059090","Rental campervan / motor-home"
"GEN24_1059092","Other bus service"
"GEN24_1059092","Taxi / shuttle service"
"GEN24_1059094","Bus service between towns / cities"
"GEN24_1059094","Car or van owned by you / family / friend(s) / company"
"GEN24_1059094","Taxi / shuttle service"
"GEN24_1059098","Rental car"
"GEN24_1059103","Limousine / car with driver included"
"GEN24_1059103","The ferry between the North Island and the South Island"
"GEN24_1059104","App-based services such as Uber, Ola, etc"
"GEN24_1059104","Plane (within New Zealand)"
"GEN24_1059106","App-based services such as Uber, Ola, etc"
"GEN24_1059106","Car or van owned by you / family / friend(s) / company"
"GEN24_1059107","App-based services such as Uber, Ola, etc"
"GEN24_1059107","Car or van owned by you / family / friend(s) / company"
"GEN24_1059107","Other ferry"
"GEN24_1059111","Car or van owned by you / family / friend(s) / company"
"GEN24_1059122","Bus service between towns / cities"
"GEN24_1059122","Rental car"
"GEN24_1059122","Taxi / shuttle service"
"GEN24_1059131","Rental car"
"GEN24_1059162","Rental car"
"GEN24_1059171","App-based services such as Uber, Ola, etc"
"GEN24_1059171","Car or van owned by you / family / friend(s) / company"
"GEN24_1059171","Other type of transport"
"GEN24_1059171","Taxi / shuttle service"
"GEN24_1059171","Train"
"GEN24_1059174","Bus service between towns / cities"
"GEN24_1059174","Helicopter"
"GEN24_1059174","Local bus service"
"GEN24_1059174","Other ferry"
"GEN24_1059174","Rental car"
"GEN24_1059174","Scenic trains"
"GEN24_1059174","Taxi / shuttle service"
"GEN24_1059174","The ferry between the North Island and the South Island"
"GEN24_1059174","Tour bus"
"GEN24_1059176","Other type of transport"
"GEN24_1059178","Car or van owned by you / family / friend(s) / company"
"GEN24_1059180","Car or van owned by you / family / friend(s) / company"
"GEN24_1059180","Other boat or ship"
"GEN24_1059180","Other ferry"
"GEN24_1059181","App-based services such as Uber, Ola, etc"
"GEN24_1059181","Bicycle"
"GEN24_1059181","Bus service between towns / cities"
"GEN24_1059181","Hitch-hiking"
"GEN24_1059181","Local bus service"
"GEN24_1059181","Other bus service"
"GEN24_1059181","The ferry between the North Island and the South Island"
"GEN24_1059181","Tour bus"
"GEN24_1059181","Train"
"GEN24_1059192","Plane (within New Zealand)"
"GEN24_1059192","Rental car"
"GEN24_1059193","App-based services such as Uber, Ola, etc"
"GEN24_1059193","Helicopter"
"GEN24_1059193","Motorcycle"
"GEN24_1059193","Plane (within New Zealand)"
"GEN24_1059193","Taxi / shuttle service"
"GEN24_1059195","Bicycle"
"GEN24_1059195","Car or van owned by you / family / friend(s) / company"
"GEN24_1059195","Local bus service"
"GEN24_1059195","The ferry between the North Island and the South Island"
"GEN24_1059214","Car or van owned by you / family / friend(s) / company"
"GEN24_1059217","App-based services such as Uber, Ola, etc"
"GEN24_1059217","Local bus service"
"GEN24_1059218","Rental car"
"GEN24_1059221","Bus service between towns / cities"
"GEN24_1059221","Other ferry"
"GEN24_1059221","Tour bus"
"GEN24_1059221","Train"
"GEN24_1059225","Bus service between towns / cities"
"GEN24_1059225","Other ferry"
"GEN24_1059225","Taxi / shuttle service"
"GEN24_1059233","Rental car"
"GEN24_1059235","Rental campervan / motor-home"
"GEN24_1059238","App-based services such as Uber, Ola, etc"
"GEN24_1059238","Other boat or ship"
"GEN24_1059238","Plane (within New Zealand)"
"GEN24_1059238","Rental car"
"GEN24_1059238","Taxi / shuttle service"
"GEN24_1059243","Other boat or ship"
"GEN24_1059243","Rental car"
"GEN24_1059252","App-based services such as Uber, Ola, etc"
"GEN24_1059252","Bicycle"
"GEN24_1059252","Bus service between towns / cities"
"GEN24_1059252","Hitch-hiking"
"GEN24_1059252","Local bus service"
"GEN24_1059252","Other ferry"
"GEN24_1059252","Taxi / shuttle service"
"GEN24_1059252","The ferry between the North Island and the South Island"
"GEN24_1059255","Rental campervan / motor-home"
"GEN24_1059265","Car or van owned by you / family / friend(s) / company"
"GEN24_1059278","Car or van owned by you / family / friend(s) / company"
"GEN24_1059280","Car or van owned by you / family / friend(s) / company"
"GEN24_1059291","Car or van owned by you / family / friend(s) / company"
"GEN24_1059291","Taxi / shuttle service"
"GEN24_1059292","Car or van owned by you / family / friend(s) / company"
"GEN24_1059293","Rental car"
"GEN24_1059294","Taxi / shuttle service"
"GEN24_1059296","Car or van owned by you / family / friend(s) / company"
"GEN24_1059296","Local bus service"
"GEN24_1059296","Plane (within New Zealand)"
"GEN24_1059296","Taxi / shuttle service"
"GEN24_1059296","Train"
"GEN24_1059321","App-based services such as Uber, Ola, etc"
"GEN24_1059321","Car or van owned by you / family / friend(s) / company"
"GEN24_1059321","Local bus service"
"GEN24_1059340","Taxi / shuttle service"
"GEN24_1059342","Other ferry"
"GEN24_1059342","Rental car"
"GEN24_1059354","Rental car"
"GEN24_1059359","Rental car"
"GEN24_1059360","Car or van owned by you / family / friend(s) / company"
"GEN24_1059360","Local bus service"
"GEN24_1059360","Other boat or ship"
"GEN24_1059360","Plane (within New Zealand)"
"GEN24_1059360","Rental campervan / motor-home"
"GEN24_1059360","The ferry between the North Island and the South Island"
"GEN24_1059361","Limousine / car with driver included"
