"response_id","place_stayed","nights"
"GEN24_1046992","Waitaki District",1
"GEN24_1046992","Wellington City",1
"GEN24_1046992","Westland District",2
"GEN24_1046994","Buller District",1
"GEN24_1046994","Christchurch City",1
"GEN24_1046994","Hurunui District",1
"GEN24_1046994","Kaikoura District",2
"GEN24_1046994","Mackenzie District",4
"GEN24_1046994","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046994","Westland District",4
"GEN24_1046999","Auckland District",2
"GEN24_1047000","Auckland District",6
"GEN24_1047000","Christchurch City",1
"GEN24_1047000","Far North District",2
"GEN24_1047000","New Plymouth District",1
"GEN24_1047000","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1047000","Rotorua District",1
"GEN24_1047000","Taupo District",2
"GEN24_1047000","Tauranga City",1
"GEN24_1047000","Wellington City",1
"GEN24_1047000","Western Bay of Plenty District",1
"GEN24_1047000","Westland District",2
"GEN24_1047014","Central Hawke's Bay District",22
"GEN24_1047014","Hutt City",2
"GEN24_1047014","Wellington City",2
"GEN24_1047019","Auckland District",2
"GEN24_1047019","Dunedin City",1
"GEN24_1047019","Horowhenua District",23
"GEN24_1047019","Invercargill City",1
"GEN24_1047019","Kaikoura District",1
"GEN24_1047019","Napier City",1
"GEN24_1047019","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1047019","Tauranga City",3
"GEN24_1047019","Westland District",1
"GEN24_1047023","Auckland District",4
"GEN24_1047026","Tauranga City",19
"GEN24_1047032","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1047037","Auckland District",3
"GEN24_1047037","Christchurch City",4
"GEN24_1047037","Mackenzie District",1
"GEN24_1047037","New Plymouth District",4
"GEN24_1047037","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047037","Wellington City",3
"GEN24_1047039","Southland District (Fiordland)",4
"GEN24_1047047","Auckland District",1
"GEN24_1047047","Christchurch City",2
"GEN24_1047047","Hauraki District",3
"GEN24_1047047","Mackenzie District",2
"GEN24_1047047","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047047","Southland District (Fiordland)",1
"GEN24_1047048","Auckland District",1
"GEN24_1047048","Hastings District",1
"GEN24_1047048","Napier City",1
"GEN24_1047048","Taupo District",1
"GEN24_1047048","Tauranga City",1
"GEN24_1047048","Wellington City",1
"GEN24_1047049","Auckland District",10
"GEN24_1047049","Christchurch City",5
"GEN24_1047049","Dunedin City",10
"GEN24_1047049","Nelson City",5
"GEN24_1047049","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",10
"GEN24_1047049","Wellington City",10
"GEN24_1047050","Auckland District",6
"GEN24_1047050","Christchurch City",1
"GEN24_1047050","Dunedin City",1
"GEN24_1047050","Far North District",1
"GEN24_1047050","Grey District",1
"GEN24_1047050","Mackenzie District",1
"GEN24_1047050","Marlborough District",1
"GEN24_1047050","Napier City",1
"GEN24_1047050","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1047050","Rotorua District",2
"GEN24_1047050","Southland District (Fiordland)",1
"GEN24_1047050","Thames-Coromandel District",1
"GEN24_1047050","Wellington City",1
"GEN24_1047060","Auckland District",2
"GEN24_1047060","Far North District",6
"GEN24_1047060","Whangarei District",2
"GEN24_1047061","Taupo District",2
"GEN24_1047063","Christchurch City",1
"GEN24_1047063","Mackenzie District",2
"GEN24_1047063","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1047063","Southland District (Fiordland)",2
"GEN24_1047065","Christchurch City",1
"GEN24_1047065","Nelson City",10
"GEN24_1047065","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1047071","Western Bay of Plenty District",2
"GEN24_1047072","Auckland District",1
"GEN24_1047072","Hutt City",1
"GEN24_1047072","Nelson City",1
"GEN24_1047072","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1047072","Rotorua District",2
"GEN24_1047072","Ruapehu District",2
"GEN24_1047072","Southland District (Fiordland)",1
"GEN24_1047072","Tauranga City",1
"GEN24_1047072","Westland District",2
"GEN24_1047074","Christchurch City",2
"GEN24_1047074","Dunedin City",4
"GEN24_1047074","Nelson City",11
"GEN24_1047074","Westland District",2
"GEN24_1047076","Auckland District",13
"GEN24_1047078","Hamilton City",1
"GEN24_1047078","Matamata-Piako District",5
"GEN24_1047078","Tauranga City",2
"GEN24_1047078","Thames-Coromandel District",2
"GEN24_1047080","Auckland District",4
"GEN24_1047080","Dunedin City",3
"GEN24_1047080","Far North District",3
"GEN24_1047080","Invercargill City",2
"GEN24_1047080","Napier City",1
"GEN24_1047080","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047080","Tauranga City",4
"GEN24_1047080","Thames-Coromandel District",2
"GEN24_1047080","Wellington City",2
"GEN24_1047083","Auckland District",3
"GEN24_1047083","Rotorua District",2
"GEN24_1047083","Taupo District",4
"GEN24_1047083","Thames-Coromandel District",2
"GEN24_1047083","Waitomo District",1
"GEN24_1047083","Wellington City",3
"GEN24_1047092","Grey District",1
"GEN24_1047092","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047094","Auckland District",2
"GEN24_1047094","New Plymouth District",2
"GEN24_1047094","Rotorua District",2
"GEN24_1047094","Taupo District",3
"GEN24_1047094","Thames-Coromandel District",2
"GEN24_1047100","Auckland District",13
"GEN24_1047101","Auckland District",1
"GEN24_1047101","Rotorua District",2
"GEN24_1047101","Thames-Coromandel District",1
"GEN24_1047101","Waitomo District",1
"GEN24_1047108","South Wairarapa District",8
"GEN24_1047108","Wellington City",1
"GEN24_1047118","Auckland District",30
"GEN24_1047118","Wellington City",7
"GEN24_1047129","Christchurch City",6
"GEN24_1047131","Christchurch City",31
"GEN24_1047131","Hutt City",2
"GEN24_1047131","Napier City",2
"GEN24_1047131","Rotorua District",3
"GEN24_1047134","Auckland District",3
"GEN24_1047134","Rotorua District",2
"GEN24_1047136","Christchurch City",8
"GEN24_1047136","Dunedin City",3
"GEN24_1047136","Invercargill City",1
"GEN24_1047136","Kaikoura District",2
"GEN24_1047136","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",4
"GEN24_1047136","Southland District (Central and Eastern)",2
"GEN24_1047136","Southland District (Fiordland)",2
"GEN24_1047141","Christchurch City",3
"GEN24_1047141","Mackenzie District",1
"GEN24_1047141","Marlborough District",1
"GEN24_1047141","Nelson City",2
"GEN24_1047141","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047141","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1047141","Southland District (Fiordland)",1
"GEN24_1047141","Westland District",3
"GEN24_1047143","Auckland District",18
"GEN24_1047143","Kaipara District",3
"GEN24_1047144","Auckland District",1
"GEN24_1047144","Christchurch City",2
"GEN24_1047144","Mackenzie District",1
"GEN24_1047144","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047144","Taupo District",1
"GEN24_1047144","Wellington City",3
"GEN24_1047147","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1047152","Auckland District",3
"GEN24_1047152","Central Otago District",1
"GEN24_1047152","Christchurch City",2
"GEN24_1047152","Far North District",3
"GEN24_1047152","Mackenzie District",2
"GEN24_1047152","Marlborough District",2
"GEN24_1047152","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",7
"GEN24_1047152","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1047152","Rotorua District",2
"GEN24_1047152","Ruapehu District",1
"GEN24_1047152","Southland District (Fiordland)",2
"GEN24_1047152","Waikato District",2
"GEN24_1047152","Wellington City",3
"GEN24_1047156","Christchurch City",2
"GEN24_1047156","Dunedin City",2
"GEN24_1047156","Invercargill City",1
"GEN24_1047156","Mackenzie District",2
"GEN24_1047156","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1047156","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1047156","Selwyn District",1
"GEN24_1047156","Southland District (Fiordland)",2
"GEN24_1047156","Westland District",1
"GEN24_1047158","Christchurch City",3
"GEN24_1047158","Kaikoura District",2
"GEN24_1047158","Marlborough District",1
"GEN24_1047158","Tasman District",3
"GEN24_1047158","Tauranga City",16
"GEN24_1047158","Wellington City",2
"GEN24_1047163","Auckland District",2
"GEN24_1047163","Far North District",3
"GEN24_1047163","Other",1
"GEN24_1047163","Rotorua District",2
"GEN24_1047163","Taupo District",3
"GEN24_1047163","Tauranga City",2
"GEN24_1047164","Auckland District",2
"GEN24_1047164","Christchurch City",1
"GEN24_1047164","Mackenzie District",1
"GEN24_1047164","Other",1
"GEN24_1047164","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1047164","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1047164","Southland District (Fiordland)",1
"GEN24_1047164","Taupo District",2
"GEN24_1047164","Westland District",1
"GEN24_1047169","Auckland District",3
"GEN24_1047170","Auckland District",8
"GEN24_1047170","Taupo District",2
"GEN24_1047172","Other",11
"GEN24_1047173","Auckland District",2
"GEN24_1047173","Tauranga City",23
"GEN24_1047173","Wellington City",3
"GEN24_1047176","Christchurch City",1
"GEN24_1047176","Grey District",1
"GEN24_1047176","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1047176","Westland District",1
"GEN24_1047181","Auckland District",2
"GEN24_1047181","Christchurch City",2
"GEN24_1047181","Mackenzie District",1
"GEN24_1047181","Nelson City",2
"GEN24_1047181","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047181","Rotorua District",2
"GEN24_1047181","Wellington City",2
"GEN24_1047181","Westland District",2
"GEN24_1047186","Christchurch City",5
"GEN24_1047186","Hurunui District",2
"GEN24_1047186","Southland District (Central and Eastern)",14
"GEN24_1047187","Auckland District",4
"GEN24_1047187","Christchurch City",5
"GEN24_1047188","Central Otago District",3
"GEN24_1047188","Christchurch City",3
"GEN24_1047188","Dunedin City",3
"GEN24_1047189","Central Otago District",2
"GEN24_1047189","Christchurch City",1
"GEN24_1047189","Nelson City",2
"GEN24_1047189","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1047189","Southland District (Fiordland)",3
"GEN24_1047189","Waitaki District",1
"GEN24_1047189","Westland District",2
"GEN24_1047191","Auckland District",3
"GEN24_1047191","Christchurch City",17
"GEN24_1047191","Gisborne District",3
"GEN24_1047191","Marlborough District",1
"GEN24_1047191","Napier City",2
"GEN24_1047191","Whakatane District",2
"GEN24_1047193","Christchurch City",2
"GEN24_1047193","Other",2
"GEN24_1047193","Tasman District",4
"GEN24_1047195","Auckland District",7
"GEN24_1047197","Christchurch City",1
"GEN24_1047197","Hurunui District",1
"GEN24_1047197","Kaikoura District",3
"GEN24_1047197","Mackenzie District",3
"GEN24_1047197","Marlborough District",1
"GEN24_1047197","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047197","Southland District (Fiordland)",2
"GEN24_1047197","Tasman District",2
"GEN24_1047197","Westland District",2
"GEN24_1047208","Auckland District",2
"GEN24_1047208","Christchurch City",1
"GEN24_1047208","Far North District",2
"GEN24_1047208","Mackenzie District",3
"GEN24_1047208","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047208","Wellington City",3
"GEN24_1047209","Auckland District",15
"GEN24_1047209","Rotorua District",4
"GEN24_1047211","Christchurch City",26
"GEN24_1047213","Auckland District",10
"GEN24_1047213","Tasman District",2
"GEN24_1047213","Thames-Coromandel District",1
"GEN24_1047213","Waikato District",2
"GEN24_1047218","Auckland District",24
"GEN24_1047220","Taupo District",1
"GEN24_1047220","Tauranga City",10
"GEN24_1047220","Thames-Coromandel District",2
"GEN24_1047221","Christchurch City",3
"GEN24_1047221","Kaikoura District",1
"GEN24_1047221","Tauranga City",13
"GEN24_1047221","Wellington City",1
"GEN24_1047222","Auckland District",10
"GEN24_1047222","Tauranga City",111
"GEN24_1047225","Christchurch City",1
"GEN24_1047225","Hastings District",2
"GEN24_1047225","Kaikoura District",1
"GEN24_1047225","Mackenzie District",2
"GEN24_1047225","New Plymouth District",2
"GEN24_1047225","Thames-Coromandel District",1
"GEN24_1047225","Timaru District",1
"GEN24_1047225","Waipa District",1
"GEN24_1047225","Wellington City",1
"GEN24_1047228","Auckland District",4
"GEN24_1047228","Christchurch City",1
"GEN24_1047228","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1047228","Rotorua District",1
"GEN24_1047228","Southland District (Fiordland)",2
"GEN24_1047228","Timaru District",2
"GEN24_1047232","Auckland District",5
"GEN24_1047233","Napier City",3
"GEN24_1047233","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1047233","Taupo District",2
"GEN24_1047233","Thames-Coromandel District",3
"GEN24_1047238","Other",31
"GEN24_1047250","Auckland District",5
"GEN24_1047253","Auckland District",15
"GEN24_1047261","Auckland District",7
"GEN24_1047261","Christchurch City",14
"GEN24_1047261","Gisborne District",7
"GEN24_1047261","Marlborough District",14
"GEN24_1047261","New Plymouth District",7
"GEN24_1047261","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",14
"GEN24_1047261","Thames-Coromandel District",5
"GEN24_1047262","Auckland District",1
"GEN24_1047262","Dunedin City",3
"GEN24_1047262","Invercargill City",12
"GEN24_1047262","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1047262","Southland District (Fiordland)",3
"GEN24_1047266","Auckland District",16
"GEN24_1047271","Marlborough District",5
"GEN24_1047271","South Wairarapa District",5
"GEN24_1047282","Auckland District",4
"GEN24_1047282","Napier City",1
"GEN24_1047282","Wellington City",4
"GEN24_1047284","Far North District",6
"GEN24_1047284","Rotorua District",6
"GEN24_1047284","Wellington City",2
"GEN24_1047285","Palmerston North City",2
"GEN24_1047285","Taupo District",1
"GEN24_1047285","Wellington City",3
"GEN24_1047295","Christchurch City",2
"GEN24_1047295","Mackenzie District",3
"GEN24_1047295","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047295","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1047295","Westland District",4
"GEN24_1047296","Auckland District",4
"GEN24_1047296","Christchurch City",4
"GEN24_1047296","Grey District",2
"GEN24_1047296","Hamilton City",2
"GEN24_1047296","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1047296","Waimakariri District",2
"GEN24_1047296","Wellington City",3
"GEN24_1047298","Christchurch City",7
"GEN24_1047298","Tauranga City",3
"GEN24_1047298","Timaru District",20
"GEN24_1047300","Christchurch City",2
"GEN24_1047300","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1047305","Auckland District",3
"GEN24_1047305","Grey District",1
"GEN24_1047305","Marlborough District",2
"GEN24_1047305","Other",4
"GEN24_1047305","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1047305","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1047305","Thames-Coromandel District",3
"GEN24_1047305","Westland District",2
"GEN24_1047308","Auckland District",5
"GEN24_1047308","Rotorua District",2
"GEN24_1047325","Auckland District",5
"GEN24_1047325","Tauranga City",2
"GEN24_1047325","Thames-Coromandel District",2
"GEN24_1047326","Christchurch City",1
"GEN24_1047326","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1047359","Auckland District",3
"GEN24_1047359","Gisborne District",7
"GEN24_1047359","Hamilton City",2
"GEN24_1047359","Napier City",1
"GEN24_1047359","Rotorua District",2
"GEN24_1047359","Taupo District",2
"GEN24_1047361","Auckland District",2
"GEN24_1047361","Hamilton City",2
"GEN24_1047361","Kaikoura District",2
"GEN24_1047361","Mackenzie District",2
"GEN24_1047361","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1047361","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1047361","Taupo District",1
"GEN24_1047361","Waimakariri District",12
"GEN24_1047361","Wellington City",1
"GEN24_1047373","Auckland District",2
"GEN24_1047373","Central Hawke's Bay District",1
"GEN24_1047373","Christchurch City",2
"GEN24_1047373","Dunedin City",2
"GEN24_1047373","Grey District",1
"GEN24_1047373","Invercargill City",1
"GEN24_1047373","Kaikoura District",1
"GEN24_1047373","Marlborough District",2
"GEN24_1047373","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1047373","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1047373","Taupo District",2
"GEN24_1047373","Timaru District",1
"GEN24_1047373","Waitaki District",1
"GEN24_1047373","Westland District",2
"GEN24_1047375","Auckland District",11
"GEN24_1047386","Other",13
"GEN24_1047386","Tauranga City",1
"GEN24_1047388","Auckland District",4
"GEN24_1047388","Wellington City",11
"GEN24_1047392","Auckland District",11
"GEN24_1047392","Buller District",3
"GEN24_1047392","Christchurch City",3
"GEN24_1047392","Grey District",2
"GEN24_1047392","Hastings District",6
"GEN24_1047392","Mackenzie District",3
"GEN24_1047392","Marlborough District",4
